,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age,completed
66630,2,5,5,6,5,4,3,5,3,2,1,2,4,6,6,2,2,3,2,1,5,5,4,5,2,2,4,30,1
66635,5,2,5,6,2,2,5,2,5,6,5,5,3,4,2,NA,5,6,5,5,6,1,5,6,5,1,5,39,1
66637,3,3,3,6,4,3,4,5,3,2,3,3,4,5,3,2,4,2,5,5,3,4,3,4,3,1,3,37,1
66638,4,2,1,2,2,5,4,3,2,2,3,6,3,4,5,2,2,2,2,1,6,1,5,6,2,2,NA,16,1
66642,3,6,6,4,3,5,6,5,4,3,6,5,4,6,5,6,6,4,5,5,4,5,4,5,5,2,2,17,1
66645,2,5,5,5,5,6,4,4,3,3,4,6,3,3,4,3,4,3,4,3,5,2,4,4,2,2,4,37,1
66646,1,6,6,6,6,6,5,5,2,5,2,2,4,6,5,1,2,1,2,2,6,2,5,5,1,2,5,61,1
66647,1,6,6,6,5,5,5,5,4,4,5,3,6,2,2,4,5,4,4,6,4,5,NA,5,6,2,1,14,1
66648,1,6,5,6,4,5,5,2,2,2,4,2,4,5,5,2,3,1,1,1,5,2,6,5,1,1,3,20,1
66649,4,4,4,3,3,5,4,4,1,4,1,2,3,4,5,4,4,5,3,2,6,3,4,5,1,1,4,32,1
66651,1,4,5,1,5,4,5,2,3,3,2,2,3,5,5,3,4,3,3,4,4,4,4,6,4,2,4,22,1
66653,3,4,5,1,5,5,4,5,2,6,5,4,1,5,3,4,5,1,2,6,4,2,3,4,4,1,3,20,1
66657,2,6,6,6,6,5,6,6,3,1,1,1,6,6,5,1,1,2,2,2,6,4,4,6,2,2,5,33,1
66660,4,4,5,2,3,4,4,5,3,3,2,2,6,6,5,3,3,3,4,1,6,3,6,6,4,2,3,23,1
66662,2,5,6,5,6,6,5,6,2,1,2,1,6,6,6,1,1,1,1,1,6,2,5,6,1,1,3,21,1
66663,3,5,4,6,5,4,5,4,4,4,2,5,2,5,3,3,3,4,4,2,4,2,4,5,4,1,3,43,1
66664,2,5,4,5,5,5,6,2,2,2,6,4,2,5,2,2,2,2,4,6,2,5,2,2,5,2,1,47,1
66665,2,5,5,1,5,4,3,4,2,3,3,4,4,4,4,2,3,2,NA,3,3,2,3,5,2,2,3,39,1
66666,2,5,5,6,5,5,6,5,2,1,4,4,4,5,6,2,2,2,2,2,5,1,4,6,2,2,3,26,1
66668,1,NA,4,6,4,4,6,4,1,1,4,4,5,6,4,4,4,4,4,2,5,4,5,2,4,1,3,23,1
66669,1,5,5,4,4,4,5,5,2,4,1,2,4,5,4,4,5,5,3,4,4,4,5,6,2,2,4,23,1
66671,2,5,5,4,5,4,NA,NA,2,2,2,2,5,5,6,2,2,1,5,2,4,2,4,5,3,2,5,21,1
66674,1,5,4,6,5,6,6,6,1,1,1,2,4,6,5,2,2,2,1,4,6,1,6,6,1,2,5,47,1
66676,1,5,NA,6,4,2,3,4,3,2,1,1,2,1,3,2,4,3,2,5,5,4,4,4,3,2,3,18,1
66679,4,4,5,6,3,5,3,4,4,4,3,3,5,5,5,5,4,5,3,1,6,1,4,5,1,1,2,20,1
66680,1,4,5,2,3,5,4,4,2,4,1,2,3,5,5,4,3,2,3,4,4,5,2,5,2,2,3,20,1
66681,3,5,6,6,6,4,6,4,2,2,2,1,4,6,6,3,5,2,5,6,6,6,5,5,2,2,3,44,1
66682,5,3,3,6,2,5,6,4,1,2,1,2,3,5,5,5,5,3,2,4,5,2,3,5,2,2,3,20,1
66683,1,5,5,4,5,4,3,4,3,3,2,2,5,5,5,4,4,4,4,4,6,1,4,4,5,2,3,29,1
66684,1,5,4,6,5,5,5,3,2,3,5,2,2,5,5,4,4,5,2,3,4,2,4,5,3,2,3,20,1
66685,1,6,6,5,5,5,5,4,2,2,3,3,5,4,6,2,4,4,3,3,4,2,5,4,2,2,5,54,1
66689,5,5,3,6,4,4,3,5,4,4,2,4,4,5,5,4,4,3,3,4,4,4,3,4,4,2,3,34,1
66690,2,4,1,1,5,3,2,4,3,4,1,4,5,6,3,4,4,2,2,4,6,5,4,6,2,1,3,28,1
66692,3,NA,6,4,6,6,6,NA,5,1,1,1,6,6,6,4,5,2,2,6,6,3,5,4,6,2,2,17,1
66694,4,6,6,6,6,5,4,5,2,3,2,1,6,5,5,1,1,2,2,2,4,2,3,4,1,2,1,20,1
66700,4,3,5,4,2,6,6,5,1,2,6,6,6,1,2,5,6,6,6,6,6,1,5,6,1,2,NA,17,1
66701,1,5,6,6,6,5,6,6,3,4,2,3,5,6,5,2,5,5,4,4,5,4,4,5,5,2,4,24,1
66703,1,5,4,6,5,5,4,6,4,4,1,1,6,6,6,2,2,3,1,2,6,4,6,5,2,1,3,20,1
66704,2,5,3,5,4,3,3,3,5,5,2,5,2,5,4,3,4,6,4,3,5,4,3,6,4,2,1,20,1
66708,4,6,2,5,5,6,5,6,2,3,2,2,5,5,6,3,4,4,3,3,6,2,5,5,2,2,3,19,1
66711,1,6,6,6,6,3,3,5,3,5,3,5,5,6,1,2,2,2,4,6,2,5,4,6,3,2,4,34,1
66712,2,4,5,3,4,5,5,5,4,3,2,5,5,2,5,4,5,5,5,5,6,1,5,6,1,2,5,44,1
66713,2,4,1,2,2,5,5,4,1,6,2,2,2,5,5,1,4,2,2,1,2,4,4,4,4,2,5,32,1
66716,4,5,4,2,4,5,6,5,2,6,5,4,4,4,5,2,4,4,6,5,4,6,4,5,6,2,5,38,1
66717,4,4,3,3,3,3,4,2,5,6,4,5,3,2,5,4,5,6,4,5,6,3,4,6,1,1,5,26,1
66718,2,5,3,6,5,2,4,5,3,4,NA,5,5,5,5,3,4,5,4,5,5,3,NA,4,2,2,5,37,1
66722,3,5,6,6,6,6,6,3,1,2,4,2,6,5,6,4,4,2,2,2,5,1,6,6,3,2,3,30,1
66723,NA,6,6,6,NA,2,6,4,3,6,1,6,5,5,3,1,3,3,5,6,4,5,3,6,3,2,2,39,1
66724,1,6,5,4,5,5,5,6,3,3,4,3,2,4,5,2,3,2,3,5,3,3,5,6,1,2,5,25,1
66727,1,6,6,4,5,6,6,6,1,1,1,1,6,6,6,5,5,5,4,2,6,1,6,6,1,2,3,19,1
66728,1,5,5,3,4,4,5,5,2,3,5,5,4,1,4,3,3,4,4,4,5,4,2,5,2,2,NA,16,1
66729,4,5,6,1,6,6,5,5,1,5,1,1,6,6,6,2,5,1,4,1,6,1,6,6,1,2,4,29,1
66730,1,5,5,6,6,2,NA,3,2,6,NA,2,5,5,5,1,4,2,1,4,4,6,5,4,1,2,3,20,1
66731,3,5,5,3,3,6,5,5,3,3,2,5,3,2,4,3,5,5,4,4,6,1,6,5,2,1,5,23,1
66733,1,4,4,4,5,4,4,4,2,4,2,2,4,6,1,2,2,4,2,4,2,6,NA,5,2,2,3,19,1
66734,2,5,5,1,5,5,3,4,2,4,2,4,3,5,5,1,3,2,4,1,4,2,3,5,2,2,4,39,1
66737,1,6,6,6,6,4,4,5,1,1,1,1,6,6,6,2,2,2,1,1,6,2,5,5,1,1,2,36,1
66739,2,6,5,6,6,4,4,5,4,5,1,6,5,1,5,2,2,3,6,2,6,1,6,4,1,2,4,46,1
66741,2,5,5,3,5,5,4,6,3,4,2,2,5,6,6,4,5,4,2,2,6,2,5,5,3,1,3,20,1
66743,2,5,5,3,6,5,5,3,2,2,4,5,2,5,3,1,1,1,4,3,6,1,6,3,2,1,3,21,1
66744,1,5,5,4,5,5,5,4,2,5,4,4,4,2,3,3,4,6,6,3,4,2,5,6,1,2,3,20,1
66745,1,6,5,6,5,5,6,5,1,4,2,4,4,6,5,5,4,1,1,5,6,6,5,6,1,2,3,18,1
66748,3,2,5,6,6,6,6,6,1,1,6,5,5,1,4,6,6,6,5,1,6,1,6,6,1,2,5,47,1
66749,2,5,3,1,4,6,6,5,1,1,2,4,5,5,6,3,4,5,4,2,6,1,5,5,1,2,3,19,1
66751,1,6,6,6,6,5,5,5,1,1,4,1,4,5,5,2,1,1,4,3,5,4,4,5,3,2,3,38,1
66755,2,5,5,5,5,4,5,4,3,3,4,3,4,5,4,2,2,4,2,3,4,2,5,5,4,2,3,28,1
66756,5,3,6,6,NA,NA,6,5,5,1,5,5,5,6,6,1,5,3,5,2,5,3,4,4,4,2,2,23,1
66757,1,5,4,2,3,4,4,4,4,4,2,5,3,3,5,4,5,5,5,4,5,2,5,6,2,2,3,20,1
66760,2,2,4,6,4,4,4,4,2,2,4,6,3,2,3,1,3,3,2,2,5,3,2,5,4,2,5,35,1
66764,2,5,5,6,5,1,5,5,NA,2,1,2,5,5,5,1,4,4,2,5,4,3,4,3,2,2,4,43,1
66766,2,5,6,5,6,3,2,2,5,5,2,2,6,5,5,1,2,6,3,4,6,6,4,5,6,1,3,20,1
66768,3,5,2,6,2,6,5,6,1,1,5,4,2,1,5,2,4,1,1,1,2,4,2,5,4,2,5,35,1
66769,5,6,5,6,6,5,5,4,4,2,NA,2,6,6,5,5,2,6,4,2,5,5,4,4,2,1,4,21,1
66770,4,5,5,3,6,6,5,5,4,4,4,2,2,5,5,2,2,5,4,4,6,1,4,5,3,1,NA,30,1
66771,2,4,4,5,4,2,2,2,5,5,5,5,2,5,3,5,5,6,6,2,4,5,3,4,4,2,3,30,1
66772,5,4,4,4,3,6,5,5,4,2,5,3,4,2,5,5,5,2,2,1,6,1,5,6,1,1,3,34,1
66775,1,6,6,5,6,5,5,5,1,2,4,3,2,5,6,1,1,1,4,1,5,2,5,5,2,2,2,47,1
66778,1,6,5,5,5,6,5,5,1,1,4,3,4,5,4,3,4,3,5,2,3,2,5,3,2,1,5,58,1
66779,1,6,5,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,2,1,3,29,1
66785,1,6,6,5,6,3,3,6,1,1,2,6,5,2,5,1,1,1,5,1,4,2,4,4,1,2,3,47,1
66788,5,6,5,6,5,5,6,6,2,6,2,1,5,5,6,5,6,6,6,6,6,2,4,6,2,2,3,20,1
66790,1,5,5,5,4,5,6,5,1,5,1,1,5,5,6,4,5,5,4,4,4,2,5,5,2,2,1,21,1
66792,3,4,5,6,5,2,6,5,2,1,5,4,3,5,4,1,2,1,2,1,5,5,4,4,2,1,1,20,1
66793,2,6,6,6,3,4,5,5,1,2,4,4,1,4,4,2,2,1,1,1,5,4,5,5,1,1,3,40,1
66797,1,5,4,6,5,5,5,2,2,5,3,2,4,5,4,4,5,5,3,1,5,1,5,6,2,2,NA,17,1
66800,1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,4,5,4,1,2,6,1,6,6,2,1,3,23,1
66801,1,5,5,6,5,4,5,5,1,3,1,2,5,6,5,1,1,1,2,4,5,1,4,6,5,2,5,32,1
66804,1,6,6,6,6,6,5,4,1,1,2,6,6,5,4,1,2,4,4,6,5,1,4,5,2,2,1,18,1
66806,3,5,5,5,5,4,5,5,3,3,6,3,5,5,4,2,2,1,2,2,2,5,5,5,1,1,3,22,1
66807,1,6,5,6,6,2,4,4,4,3,1,1,6,6,5,1,6,2,2,3,4,5,5,6,1,2,3,25,1
66810,2,4,3,5,5,5,4,5,2,5,6,5,2,4,4,1,1,1,2,2,4,5,2,5,5,1,5,26,1
66812,1,5,6,5,6,5,5,5,2,6,3,6,6,6,5,2,2,3,2,1,6,2,3,6,5,2,3,29,1
66813,3,5,6,5,5,5,4,2,4,4,1,1,3,6,4,1,1,1,2,2,5,3,4,3,3,2,3,24,1
66814,1,6,6,5,6,5,6,4,2,4,2,1,6,5,6,2,4,2,2,3,5,5,6,6,3,2,3,46,1
66817,1,5,5,6,5,3,2,4,5,4,4,3,2,5,2,1,1,1,1,3,4,4,4,5,3,2,5,56,1
66819,5,6,6,5,5,4,3,5,3,6,3,3,3,2,6,1,2,1,2,1,5,1,5,4,1,2,2,39,1
66820,2,5,4,5,3,6,5,4,2,4,3,2,4,5,5,2,4,2,3,1,6,1,5,5,1,1,5,39,1
66824,3,4,4,6,3,4,6,5,3,4,4,4,3,3,4,3,5,4,3,3,4,5,3,4,3,2,1,42,1
66826,2,5,5,4,6,2,2,4,3,4,2,1,6,6,6,5,6,5,4,2,6,3,5,5,2,1,5,32,1
66830,1,5,5,6,5,3,2,3,4,4,1,1,5,6,4,3,4,5,NA,4,4,3,5,4,2,2,4,42,1
66831,5,5,5,5,4,5,4,5,3,2,2,5,4,5,3,2,3,5,2,3,5,4,4,5,3,2,3,19,1
66832,2,4,4,5,4,3,1,3,5,5,5,4,2,3,2,2,2,2,4,3,4,5,2,5,5,2,5,62,1
66833,1,5,4,6,4,1,6,6,1,3,6,6,2,2,2,4,4,5,3,4,2,5,1,4,5,2,4,36,1
66838,1,6,6,6,5,6,6,5,2,2,6,6,5,1,5,2,2,6,4,2,6,1,6,6,1,1,1,18,1
66839,2,5,5,4,5,4,2,2,2,3,1,2,5,5,6,4,5,6,3,4,5,2,5,6,2,2,5,31,1
66840,4,6,5,6,4,6,4,5,2,2,3,2,5,5,4,2,4,1,2,1,6,4,4,6,4,1,3,24,1
66842,3,6,5,5,5,5,4,3,1,1,6,3,6,5,5,4,4,3,2,1,5,2,6,2,2,2,1,20,1
66843,3,4,4,2,6,5,3,5,5,5,2,5,4,5,5,3,3,5,5,2,6,2,4,5,5,1,4,30,1
66845,1,4,6,2,6,5,5,5,1,3,1,1,6,6,6,4,3,3,2,4,6,6,5,6,2,2,5,23,1
66847,1,4,4,5,4,4,3,2,2,4,2,3,5,5,4,4,4,2,2,2,4,1,3,3,2,2,2,23,1
66848,1,6,6,5,6,6,6,6,1,2,2,1,6,6,5,3,4,4,2,5,6,4,5,5,1,2,3,18,1
66850,4,4,4,4,4,4,5,4,2,2,4,5,3,2,5,2,4,3,3,3,4,1,4,5,2,2,5,27,1
66853,1,6,5,5,5,5,4,5,2,2,2,2,4,5,5,2,2,4,3,2,4,3,4,5,3,2,4,24,1
66855,1,5,5,6,5,5,4,4,2,5,1,3,4,3,3,2,4,5,5,3,5,3,4,5,2,2,3,19,1
66856,1,6,5,6,6,4,5,4,2,4,1,4,3,6,6,5,4,5,5,6,6,3,5,6,1,2,3,39,1
66857,3,2,2,4,4,3,5,NA,2,5,3,6,NA,1,4,2,3,2,5,2,6,3,4,6,3,1,4,51,1
66858,1,5,5,2,5,5,3,5,2,6,2,4,4,4,5,4,4,4,6,5,6,5,5,6,2,2,NA,16,1
66860,2,5,5,4,5,5,4,4,3,4,4,3,5,4,4,1,1,1,2,2,4,4,4,5,5,1,NA,16,1
66863,1,5,5,4,5,4,5,4,3,6,6,6,4,2,4,3,4,4,4,4,5,4,4,6,4,2,3,19,1
66864,5,5,4,5,4,5,6,5,3,6,4,2,2,5,4,3,2,3,3,1,5,2,6,6,5,1,1,17,1
66867,1,4,5,4,5,3,5,4,NA,2,4,2,5,4,4,3,3,3,2,4,5,3,6,5,2,2,5,28,1
66868,3,2,2,1,5,2,1,1,4,3,5,5,5,2,4,2,4,4,5,3,4,1,5,6,1,2,4,36,1
66869,2,4,5,5,5,5,5,2,2,2,2,3,4,3,3,2,2,1,3,4,6,2,5,5,2,2,4,31,1
66872,2,5,5,6,5,5,6,4,2,3,2,4,5,5,4,6,6,5,6,5,5,2,5,2,4,1,3,36,1
66873,1,4,2,4,6,5,4,6,1,1,3,4,6,6,6,6,6,4,4,1,6,1,6,6,1,1,5,31,1
66879,1,6,6,1,6,NA,4,5,2,2,1,1,6,6,5,1,2,3,6,2,5,1,6,6,3,2,4,19,1
66886,1,6,6,6,6,6,6,5,1,1,1,1,6,6,NA,1,1,1,1,1,5,3,6,3,2,1,4,35,1
66887,4,1,2,4,2,5,5,4,1,2,5,5,4,1,3,6,6,6,5,6,5,1,6,6,6,1,3,19,1
66890,1,6,6,5,6,1,1,3,5,6,4,1,5,6,5,2,2,2,2,1,5,1,6,6,1,2,1,17,1
66892,2,5,5,6,4,6,6,6,1,2,4,4,5,4,6,4,4,4,5,4,4,2,4,6,2,2,3,19,1
66896,3,3,1,4,3,5,4,2,3,2,3,2,3,3,5,2,NA,1,1,1,6,1,6,6,2,2,NA,15,1
66897,4,4,3,1,3,5,5,6,1,2,2,4,4,4,4,4,5,6,4,5,5,3,4,5,2,2,1,18,1
66898,2,5,6,4,4,4,4,4,3,5,5,5,3,3,3,5,5,5,6,5,2,5,3,6,4,2,1,14,1
66899,5,2,1,1,4,4,2,3,5,6,5,4,4,5,3,6,5,5,6,1,5,6,2,6,4,2,NA,14,1
66902,3,4,2,2,3,3,6,6,1,4,3,3,NA,5,6,5,5,5,4,5,6,4,4,4,4,2,5,28,1
66903,3,4,3,4,5,3,4,2,4,5,3,5,1,3,2,4,4,3,4,5,4,6,3,5,4,2,3,20,1
66905,4,4,4,5,4,4,4,5,4,2,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,3,20,1
66911,4,6,4,2,5,5,4,5,2,5,NA,4,4,4,5,1,3,1,2,1,4,2,4,4,2,1,2,21,1
66916,3,2,2,2,2,5,5,4,3,2,6,4,3,1,1,1,2,2,4,3,2,4,4,4,4,1,4,30,1
66917,4,1,3,3,5,4,2,4,4,4,4,5,4,4,1,1,2,4,5,NA,4,1,6,4,2,1,4,27,1
66918,1,6,5,5,5,5,2,1,1,6,2,4,5,4,3,1,2,4,5,2,6,1,5,6,1,2,5,37,1
66919,2,4,4,2,2,5,5,6,2,4,4,4,2,5,1,6,6,6,6,5,6,1,5,6,1,1,4,31,1
66920,2,5,5,5,4,5,5,6,1,5,2,4,3,5,2,4,5,2,4,4,2,2,3,5,2,2,4,32,1
66921,2,5,5,5,6,4,3,3,4,4,3,2,6,6,5,2,2,2,2,2,6,2,5,6,2,1,1,19,1
66924,4,4,3,6,5,4,5,4,1,3,2,3,4,4,5,4,4,4,4,3,4,3,2,4,4,1,3,42,1
66925,1,6,5,1,5,6,5,5,2,1,3,3,5,5,5,1,2,3,2,2,NA,1,6,6,1,1,3,20,1
66926,1,5,6,6,6,5,5,5,1,5,2,4,6,5,4,4,5,4,3,5,6,4,5,6,3,2,4,24,1
66927,1,6,6,6,6,5,5,5,2,4,5,4,5,2,4,2,2,1,1,1,4,2,4,6,2,2,5,27,1
66929,1,5,4,6,4,6,5,5,3,4,5,5,2,4,3,1,1,4,4,2,5,2,5,6,2,1,3,21,1
66930,2,6,5,6,4,4,5,5,2,2,3,4,4,5,5,2,2,2,2,NA,5,1,5,4,3,2,3,36,1
66932,4,2,1,1,2,6,5,6,2,4,6,6,1,1,3,2,4,2,1,3,1,2,1,4,2,1,2,48,1
66934,2,5,4,6,2,5,2,4,2,3,3,5,4,4,4,2,4,2,2,1,6,2,6,6,1,1,3,21,1
66935,1,5,5,1,2,5,4,3,2,5,2,5,4,2,4,6,6,2,2,2,6,1,4,6,2,2,2,31,1
66937,1,6,6,3,6,6,5,6,2,2,4,2,6,6,6,1,3,1,4,4,6,2,6,6,1,2,4,22,1
66944,4,4,4,5,5,5,5,3,4,3,3,2,4,6,4,5,3,3,3,4,4,4,4,3,4,2,3,23,1
66945,2,4,3,6,5,5,6,5,1,2,2,2,2,6,1,3,4,4,4,5,3,5,4,4,5,2,5,23,1
66946,1,5,3,6,3,2,1,4,5,4,5,2,2,3,6,5,4,4,NA,3,4,2,3,4,2,1,4,30,1
66947,1,6,5,5,4,5,5,5,2,4,2,3,5,2,6,3,3,3,3,2,6,1,6,6,1,2,5,35,1
66949,1,6,4,4,2,5,6,3,3,5,1,1,6,5,6,4,5,2,3,1,6,1,6,6,1,2,3,21,1
66953,1,4,4,4,5,2,1,3,6,5,2,2,5,5,5,5,4,6,4,4,5,3,5,6,5,2,3,22,1
66960,2,5,5,5,5,3,4,5,4,4,4,6,3,3,4,2,3,3,4,3,4,3,4,5,2,1,5,28,1
66962,2,5,5,5,4,5,5,5,3,5,2,4,4,4,5,4,4,2,3,5,4,5,3,5,5,2,3,20,1
66965,4,4,2,4,6,5,4,4,3,4,2,4,5,3,5,1,1,1,2,2,5,1,5,4,2,2,4,51,1
66968,3,3,4,2,4,5,4,5,5,6,1,3,4,3,5,5,5,5,4,5,4,3,6,5,3,2,2,19,1
66970,4,2,6,6,2,6,6,1,3,1,2,1,5,6,1,4,3,4,1,2,5,2,4,5,3,2,4,24,1
66982,1,6,6,5,5,5,6,5,1,1,1,2,5,3,6,2,2,2,2,4,6,1,6,5,1,2,5,45,1
66983,3,5,4,5,5,6,5,6,5,1,5,NA,5,4,3,1,1,1,1,1,4,2,4,3,5,2,1,21,1
66985,2,4,5,5,4,5,5,5,2,2,4,4,4,5,5,1,2,1,3,1,5,4,5,5,2,1,3,26,1
66986,5,4,3,4,5,3,3,2,3,5,3,3,4,4,5,3,2,3,5,3,4,2,3,4,2,1,2,22,1
66987,1,5,4,5,2,2,5,2,1,4,4,6,4,3,1,3,1,4,6,6,2,4,2,5,2,2,4,50,1
66988,1,5,5,5,6,6,4,5,2,5,1,2,4,5,4,3,4,2,4,2,5,2,6,6,2,2,5,36,1
66994,4,4,4,4,4,6,5,2,4,6,6,6,1,1,2,5,5,6,6,5,5,1,5,6,1,1,4,50,1
66995,1,6,5,4,5,4,6,5,4,5,4,5,5,4,4,5,5,4,4,5,6,1,5,6,2,1,2,22,1
66997,2,1,1,1,2,4,1,6,2,4,5,6,1,1,2,3,2,1,5,2,2,5,5,4,2,2,4,23,1
67000,1,5,5,5,4,1,1,1,1,4,2,4,3,5,4,2,4,4,1,1,5,2,4,3,1,2,1,15,1
67003,1,5,4,2,2,3,1,5,4,6,6,6,1,1,2,5,5,6,5,6,3,2,4,6,4,2,NA,15,1
67007,3,2,2,2,3,5,6,2,2,4,6,6,2,2,2,2,2,2,6,3,4,1,4,6,1,1,3,21,1
67008,5,5,5,6,5,5,6,5,4,3,4,4,5,5,4,4,4,5,5,4,5,4,5,5,3,2,3,23,1
67013,1,6,5,5,6,4,2,4,4,4,2,2,5,6,3,1,1,1,1,1,5,5,4,5,4,2,5,35,1
67014,2,6,5,4,5,5,4,5,5,2,4,1,2,4,5,2,2,2,1,1,4,3,5,6,4,2,5,33,1
67017,1,5,5,2,6,6,5,4,2,6,5,5,1,5,4,1,4,5,6,6,5,2,4,6,2,2,NA,27,1
67018,1,6,6,4,6,6,6,5,1,3,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,2,29,1
67019,4,5,4,6,5,6,6,4,1,2,3,2,5,4,4,1,2,4,3,4,5,1,4,5,2,1,3,21,1
67022,1,4,5,5,4,3,5,2,4,2,5,4,4,2,2,3,4,5,4,5,5,4,5,4,3,1,3,31,1
67023,2,4,5,2,5,5,5,4,1,3,1,2,5,5,6,3,5,2,1,1,5,1,5,4,2,1,3,21,1
67024,5,2,3,3,2,6,4,6,2,3,4,5,4,3,5,5,1,2,2,1,5,1,6,6,1,1,5,26,1
67025,1,6,6,6,6,6,6,5,1,2,1,3,5,6,6,3,3,5,2,5,5,3,4,5,4,2,3,20,1
67026,3,5,3,5,5,2,3,5,3,5,2,1,5,2,5,5,6,4,2,2,6,3,5,3,5,2,5,56,1
67027,2,5,5,4,5,5,3,5,2,4,2,5,5,6,4,4,3,4,4,4,5,4,5,5,2,1,5,3,1
67029,5,4,2,6,4,5,6,4,2,5,1,6,4,5,4,5,5,4,4,4,6,4,4,5,5,1,2,65,1
67031,2,4,3,4,4,5,5,5,2,3,4,5,6,5,5,3,3,4,4,4,5,2,5,5,1,2,3,34,1
67033,1,6,5,3,5,5,5,6,3,2,4,5,3,4,4,3,3,4,4,4,4,1,4,5,3,2,4,29,1
67034,4,4,5,4,5,4,4,4,3,2,2,2,4,4,4,5,5,6,4,5,4,4,4,4,4,2,4,21,1
67036,3,5,4,NA,6,4,5,5,1,2,2,1,5,6,5,3,4,3,5,4,5,4,5,3,4,2,2,32,1
67039,2,6,5,4,4,4,4,4,4,6,1,4,4,6,5,4,NA,5,4,1,3,5,2,2,2,1,2,26,1
67040,2,2,1,2,3,3,3,2,3,4,4,6,3,2,2,1,4,3,6,1,6,1,2,6,1,1,4,27,1
67041,1,5,5,6,6,6,5,6,1,1,4,1,6,6,5,3,4,1,1,1,6,4,6,5,1,2,4,45,1
67042,2,4,4,3,4,4,4,4,3,2,5,5,3,3,3,2,2,3,4,3,6,2,4,5,2,1,NA,17,1
67043,3,5,5,6,5,5,5,5,2,2,1,4,4,5,5,3,4,5,2,5,5,3,5,5,2,2,3,20,1
67045,1,5,4,5,6,6,6,4,1,2,1,2,4,5,4,1,2,1,2,6,4,1,5,6,2,2,2,20,1
67046,4,4,5,6,5,6,5,6,1,4,6,6,1,2,1,1,2,1,5,4,5,1,4,6,4,1,4,43,1
67049,2,5,6,4,5,5,6,5,1,1,4,2,2,5,6,2,4,2,2,2,5,2,3,5,1,2,5,26,1
67055,1,5,5,5,5,6,5,6,1,2,2,4,2,5,5,1,2,1,1,1,5,1,4,4,5,1,4,55,1
67056,1,6,6,6,6,6,5,6,2,5,5,1,6,6,6,2,5,4,2,2,6,1,5,6,1,2,5,38,1
67057,2,3,4,5,4,6,5,5,1,2,2,5,2,5,4,5,5,6,NA,4,5,1,6,6,1,2,4,32,1
67059,2,6,4,4,4,4,6,3,1,3,6,5,4,4,3,2,4,6,4,6,3,5,2,6,1,2,1,19,1
67064,2,5,6,5,5,NA,6,5,4,4,2,2,6,5,5,2,2,2,5,4,5,5,5,2,4,1,3,22,1
67065,1,6,5,2,5,5,2,4,2,2,4,2,3,5,5,1,4,2,1,1,5,3,5,3,4,2,3,21,1
67066,1,6,6,5,6,5,5,2,2,6,1,1,5,6,5,4,5,4,5,1,5,3,6,6,1,2,5,40,1
67070,2,4,4,6,3,NA,6,4,2,2,1,1,4,5,2,1,2,2,5,2,2,5,2,3,2,2,4,19,1
67072,3,3,4,4,5,4,5,5,2,1,5,3,5,5,3,4,4,3,2,4,4,5,4,5,4,1,3,23,1
67073,6,6,6,6,6,3,6,6,1,1,6,1,6,6,4,6,6,6,6,6,6,1,6,6,1,1,1,18,1
67075,2,5,5,5,5,5,3,4,2,3,2,2,4,4,5,2,2,1,1,2,5,2,5,2,2,1,3,32,1
67078,1,6,6,5,3,5,4,5,2,5,2,4,5,1,5,2,2,3,3,3,6,1,6,5,1,1,1,49,1
67079,1,5,5,6,6,5,5,5,1,2,1,1,5,6,5,1,1,1,1,2,5,1,5,4,2,2,3,42,1
67080,1,5,6,5,6,1,1,2,6,6,2,4,5,3,5,2,4,5,5,1,6,1,5,4,1,2,NA,31,1
67082,4,5,5,5,5,5,6,5,5,5,1,3,5,6,4,6,4,5,3,6,4,5,5,5,5,2,3,23,1
67085,1,6,6,5,4,6,5,5,2,1,5,5,4,2,5,4,4,4,2,1,6,1,6,6,2,2,5,30,1
67087,3,4,4,5,4,5,4,4,2,2,3,2,3,5,5,3,3,4,2,4,3,3,3,4,3,2,1,24,1
67091,5,1,4,3,4,3,5,3,3,4,6,4,2,2,2,1,1,4,4,1,5,1,2,5,3,1,5,26,1
67093,4,6,5,5,5,3,4,2,4,4,2,4,5,6,5,2,2,2,1,3,6,4,5,6,3,1,3,21,1
67095,6,6,5,1,6,6,6,4,3,6,1,5,5,NA,6,4,1,3,1,6,5,6,6,6,2,2,3,21,1
67096,1,5,5,6,5,3,2,4,3,6,4,2,4,4,4,2,2,2,3,1,4,2,6,6,1,1,5,23,1
67098,1,6,6,6,6,6,6,6,1,1,2,1,5,6,5,1,1,1,1,1,5,4,1,4,1,2,2,61,1
67101,4,5,2,6,4,3,4,4,2,2,2,1,3,4,6,4,3,2,2,3,6,1,5,3,1,1,NA,15,1
67104,2,6,5,6,5,3,4,4,4,4,1,2,6,6,5,3,2,2,4,4,6,4,4,6,1,1,4,28,1
67107,5,2,3,2,4,6,5,4,2,4,6,5,2,3,5,6,6,4,2,1,6,5,4,6,2,1,3,25,1
